product_name,Pai - Bazar,Pai - Bebidas Alcoólicas,Pai - Bebidas Não Alcoólicas,Pai - HPC,Pai - Limpeza / Descartáveis,Pai - Mercearia Básica,Pai - Perecíveis,Pai - Têxtil,Pai- Mercearia Complementar,Pai-Hortifruti
Chocolate ao Leite Biscoito Oreo Lacta Specials Pacote 325g,0,0,0,0,0,0,0,0,6,0
Chocolate ao Leite Caju Garoto Pacote 90g,0,0,0,0,0,0,0,0,80,0
Chocolate ao Leite Caju e Passas Garoto Pacote 90g,0,0,0,0,0,0,0,0,80,0
Chocolate ao Leite Chocobiscuit Lacta Specials Pacote 300g,0,0,0,0,0,0,0,0,6,0
Chocolate ao Leite Cookies 'n' Chocolate Hershey's Pacote 87g,0,0,0,0,0,0,0,0,241,0
Chocolate ao Leite Crocante Garoto Pacote 90g,0,0,0,0,0,0,0,0,80,0
Chocolate ao Leite Crunchers Hershey's Pacote 85g,0,0,0,0,0,0,0,0,155,0
Chocolate ao Leite Extracremoso Hershey's Pacote 92g,0,0,0,0,0,0,0,0,606,0
Chocolate ao Leite Garoto Pacote 90g,0,0,0,0,0,0,0,0,80,0
Chocolate ao Leite Hershey's Pacote 20g,0,0,0,0,0,0,0,0,8,0
Chocolate ao Leite Hershey's Pacote 92g,0,0,0,0,0,0,0,0,606,0
Chocolate ao Leite Lacta Diamante Negro Pacote 20g,0,0,0,0,0,0,0,0,31,0
Chocolate ao Leite Lacta Diamante Negro Pacote 90g,0,0,0,0,0,0,0,0,437,0
Chocolate ao Leite Lacta Pacote 20g,0,0,0,0,0,0,0,0,31,0
Chocolate ao Leite Lacta Pacote 90g,0,0,0,0,0,0,0,0,437,0
Chocolate ao Leite Meu Malvado Favorito 3 Kinder Ovo Caixa 40g 2 Unidades,0,0,0,0,0,0,0,0,33,0
Chocolate ao Leite My Little Pony Kinder Ovo Caixa 40g 2 Unidades,0,0,0,0,0,0,0,0,33,0
Chocolate ao Leite Ovomaltine Hershey's Pacote 87g,0,0,0,0,0,0,0,0,241,0
"Chocolate ao Leite Recheio Geleia de Morango, Baunilha e Amendoim Lacta Criações Fantásticas Pacote 100g",0,0,0,0,0,0,0,0,38,0
Chocolate ao Leite Rocklets Arcor Pacote 50g,0,0,0,0,0,0,0,0,3,0
Chocolate ao Leite Rocklets Arcor Pacote 80g,0,0,0,0,0,0,0,0,28,0
Chocolate ao Leite com Amendoim Lacta Shot Pacote 20g,0,0,0,0,0,0,0,0,31,0
Chocolate ao Leite com Amendoim Lacta Shot Pacote 90g,0,0,0,0,0,0,0,0,437,0
Chocolate ao Leite com Ovomaltine Hershey's Pacote 20g,0,0,0,0,0,0,0,0,8,0
Chocolate ao Leite e Branco Laka e Diamante Negro Lacta Pacote 90g,0,0,0,0,0,0,0,0,437,0
Chá Anis Real Multiervas Caixa 15g 10 Unidades,0,0,0,0,0,0,0,0,34,0
Chá Boldo-do-Chile Real Multiervas Caixa 10g 10 Unidades,0,0,0,0,0,0,0,0,34,0
Chá Camomila Leão Fuze Caixa 10g 10 Unidades,0,0,0,0,0,0,0,0,58,0
Chá Camomila Real Multiervas Caixa 10g 10 Unidades,0,0,0,0,0,0,0,0,34,0
Chá Camomila com Mel Real Multiervas Caixa 14g 10 Unidades,0,0,0,0,0,0,0,0,2,0
Chá Capim-Cidreira Leão Fuze Caixa 10g 10 Unidades,0,0,0,0,0,0,0,0,58,0
Chá Erva-Doce Leão Fuze Caixa 20g 10 Unidades,0,0,0,0,0,0,0,0,17,0
Chá Erva-Doce Real Multiervas Caixa 15g 10 Unidades,0,0,0,0,0,0,0,0,34,0
Chá Hortelã Leão Fuze Caixa 10g 10 Unidades,0,0,0,0,0,0,0,0,58,0
Chá Hortelã Real Multiervas Caixa 10g 10 Unidades,0,0,0,0,0,0,0,0,34,0
Chá Maracujá e Camomila Real Multiervas Caixa 15g 10 Unidades,0,0,0,0,0,0,0,0,34,0
Chá Mate Canela Matte Leão Caixa 40g 25 Unidades,0,0,0,0,0,0,0,0,50,0
Chá Mate Limão Matte Leão Caixa 40g 25 Unidades,0,0,0,0,0,0,0,0,50,0
Chá Mate Natural Matte Leão Caixa 40g 25 Unidades,0,0,0,0,0,0,0,0,50,0
Chá Mate Tostado Natural Real Caixa 100g,0,0,0,0,0,0,0,0,3,0
Chá Mate Tostado Natural Real Caixa 250g,0,0,0,0,0,0,0,0,15,0
Chá Mate Tostado Natural Real Caixa 32g 20 Unidades,0,0,0,0,0,0,0,0,8,0
Chá Mate Tostado Pêssego Real Caixa 32g 20 Unidades,0,0,0,0,0,0,0,0,5,0
Chá Mate a Granel Natural Matte Leão Caixa 100g,0,0,0,0,0,0,0,0,20,0
Chá Mate a Granel Natural Matte Leão Caixa 250g,0,0,0,0,0,0,0,0,101,0
Chá Mate em Cápsula Original Matte Leão Caixa 30g 10 Unidades,0,0,0,0,0,3,0,0,0,0
Chá Maçã Leão Fuze Caixa 20g 10 Unidades,0,0,0,0,0,0,0,0,17,0
Chá Maçã com Canela Real Multiervas Caixa 15g 10 Unidades,0,0,0,0,0,0,0,0,34,0
"Chá Preto Ice Tea Limão Leão Garrafa 1,5l",0,0,2,0,0,0,0,0,0,0
"Chá Preto Ice Tea Limão Leão Zero Garrafa 1,5l",0,0,3,0,0,0,0,0,0,0
"Chá Preto Ice Tea Pêssego Leão Garrafa 1,5l",0,0,2,0,0,0,0,0,0,0
Chá Preto Ice Tea Pêssego Leão Garrafa 450ml,0,0,2,0,0,0,0,0,0,0
Chá Preto Natural Leão Fuze Caixa 16g 10 Unidades,0,0,0,0,0,0,0,0,3,0
Chá Verde Abacaxi com Hortelã Real Multiervas Caixa 15g 10 Unidades,0,0,0,0,0,0,0,0,34,0
Chá Verde Limão Leão Fuze Caixa 16g 10 Unidades,0,0,0,0,0,0,0,0,1,0
Chá Verde Limão Leão Fuze Zero Garrafa 1l,0,0,2,0,0,0,0,0,0,0
Chá Verde Maracujá Real Multiervas Caixa 15g 10 Unidades,0,0,0,0,0,0,0,0,34,0
Chá Verde Natural Leão Fuze Caixa 150g,0,0,0,0,0,0,0,0,4,0
Chá Verde Natural Leão Fuze Caixa 16g 10 Unidades,0,0,0,0,0,0,0,0,3,0
Chá Verde Real Multiervas Caixa 15g 10 Unidades,0,0,0,0,0,0,0,0,34,0
"Chá em Cápsula Amora, Mirtilo & Baunilha Chá Leão Senses Caixa 30g 10 Unidades",0,0,0,0,0,3,0,0,0,0
Chá em Cápsula Camomila Tres Caixa 25g 10 Unidades,0,0,0,0,0,3,0,0,0,0
Chá em Cápsula Erva-Doce Tres Caixa 25g 10 Unidades,0,0,0,0,0,1,0,0,0,0
"Chá em Cápsula Maracujá, Laranja & Gengibre Chá Leão Senses Caixa 30g 10 Unidades",0,0,0,0,0,3,0,0,0,0
Coco Ralado Desidratado Coco do Vale Pacote 100g,0,0,0,0,0,0,0,0,68,0
Coco Ralado Desidratado Coco do Vale Pacote 50g,0,0,0,0,0,0,0,0,17,0
Coco Ralado Desidratado Sabor Nordeste Pacote 100g,0,0,0,0,0,0,0,0,239,0
Coco Ralado Desidratado em Flocos Integral Coco do Vale Pacote 100g,0,0,0,0,0,0,0,0,68,0
Coco Ralado Úmido Adoçado Coco do Vale Pacote 100g,0,0,0,0,0,0,0,0,68,0
Coco Ralado Úmido Adoçado Sabor Nordeste Pacote 100g,0,0,0,0,0,0,0,0,239,0
Coco Ralado Úmido Adoçado em Flocos Integral Coco do Vale Pacote 100g,0,0,0,0,0,0,0,0,68,0
Cogumelo em Conserva Fatiado Hemmer Sachê 100g,0,0,0,0,0,0,0,0,43,0
Cogumelo em Conserva Inteiro Hemmer Sachê 100g,0,0,0,0,0,0,0,0,43,0
Cola Líquida Branca Scotch 40g,9,0,0,0,0,0,0,0,0,0
Cola Líquida Lavável Pritt Tenaz 110g,1,0,0,0,0,0,0,0,0,0
Colher Preta Nylon Plasútil,3,0,0,0,0,0,0,0,0,0
Colônia Uso Veterinário Macho Amadeirado Sanol Dog Frasco 120ml,2,0,0,0,0,0,0,0,0,0
Composto Lácteo Nestlé Ninho Forti+ Lata 400g,0,0,0,0,0,188,0,0,0,0
Concha Preta Plasútil,5,0,0,0,0,0,0,0,0,0
Condicionador Anticaspa Clear Detox Diário Frasco 200ml,0,0,0,4,0,0,0,0,0,0
Condicionador Anticaspa Clear Women Hidratação Intensa Frasco 200ml,0,0,0,4,0,0,0,0,0,0
Condicionador Anticaspa Clear Women Queda Defense Frasco 200ml,0,0,0,4,0,0,0,0,0,0
Condicionador Anticaspa Head & Shoulders Anticoceira Frasco 200ml,0,0,0,2,0,0,0,0,0,0
Condicionador Anticaspa Head & Shoulders Hidratação Frasco 200ml,0,0,0,2,0,0,0,0,0,0
Condicionador Antiquebra Mel Seda Recarga Natural Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Camomila Johnson's Baby Frasco 200ml,0,0,0,16,0,0,0,0,0,0
Condicionador Camomila Palmolive Naturals Kids Frasco 350ml,0,0,0,4,0,0,0,0,0,0
Condicionador Camomila Palmolive Naturals Kids Sachê 200ml Refil,0,0,0,3,0,0,0,0,0,0
Condicionador Dove Nutritive Secrets Ritual Detox Frasco 400ml,0,0,0,21,0,0,0,0,0,0
Condicionador Dove Nutritive Secrets Ritual de Crescimento Frasco 400ml,0,0,0,21,0,0,0,0,0,0
Condicionador Dove Nutritive Secrets Ritual de Reparação Frasco 200ml,0,0,0,18,0,0,0,0,0,0
Condicionador Dove Nutritive Secrets Ritual de Reparação Frasco 400ml,0,0,0,21,0,0,0,0,0,0
Condicionador Dove Nutritive Solutions Controle de Queda Frasco 200ml,0,0,0,18,0,0,0,0,0,0
Condicionador Dove Nutritive Solutions Hidratação Intensa Frasco 200ml,0,0,0,18,0,0,0,0,0,0
Condicionador Dove Nutritive Solutions Hidratação Intensa Frasco 400ml,0,0,0,21,0,0,0,0,0,0
Condicionador Dove Nutritive Solutions Nutrição Óleo-Micelar Frasco 200ml,0,0,0,18,0,0,0,0,0,0
Condicionador Dove Nutritive Solutions Nutrição Óleo-Micelar Frasco 400ml,0,0,0,21,0,0,0,0,0,0
Condicionador Dove Nutritive Solutions Reconstrução Completa Frasco 400ml,0,0,0,21,0,0,0,0,0,0
Condicionador Dove Nutritive Solutions Regeneração Extrema Frasco 200ml,0,0,0,18,0,0,0,0,0,0
Condicionador Dove Nutritive Solutions Ultra Cachos Frasco 200ml,0,0,0,18,0,0,0,0,0,0
Condicionador Dove Nutritive Solutions Ultra Cachos Frasco 400ml,0,0,0,21,0,0,0,0,0,0
Condicionador Dove Nutritive Solutions Óleo Nutrição Frasco 200ml,0,0,0,18,0,0,0,0,0,0
Condicionador Dove Nutritive Solutions Óleo Nutrição Frasco 400ml,0,0,0,21,0,0,0,0,0,0
Condicionador Head & Shoulders Detox da Raiz Frasco 200ml,0,0,0,2,0,0,0,0,0,0
Condicionador Infantil Chá de Camomila Huggies Frasco 200ml,0,0,0,5,0,0,0,0,0,0
Condicionador Infantil Extra Suave Huggies Frasco 200ml,0,0,0,5,0,0,0,0,0,0
Condicionador Infantil Johnson's Cachos dos Sonhos Frasco 200ml,0,0,0,16,0,0,0,0,0,0
Condicionador Infantil Johnson's Cheirinho Prolongado Frasco 200ml,0,0,0,16,0,0,0,0,0,0
Condicionador Infantil Johnson's Gotas de Brilho Frasco 200ml,0,0,0,16,0,0,0,0,0,0
Condicionador Johnson's Baby Frasco 200ml,0,0,0,16,0,0,0,0,0,0
Condicionador Maçã Verde Palmolive Naturals Kids Frasco 350ml,0,0,0,4,0,0,0,0,0,0
Condicionador Maçã Verde Palmolive Naturals Kids Sachê 200ml Refil,0,0,0,2,0,0,0,0,0,0
Condicionador Neutro Palmolive Naturals Frasco 350ml,0,0,0,32,0,0,0,0,0,0
Condicionador Original Darling Ceramidas Frasco 350ml,0,0,0,24,0,0,0,0,0,0
Condicionador Original Darling Tília Frasco 350ml,0,0,0,24,0,0,0,0,0,0
Condicionador Palmolive Naturals Antiarmado Frasco 350ml,0,0,0,32,0,0,0,0,0,0
Condicionador Palmolive Naturals Ceramidas Force Frasco 350ml,0,0,0,32,0,0,0,0,0,0
Condicionador Palmolive Naturals Cuidado Absoluto Frasco 350ml,0,0,0,32,0,0,0,0,0,0
Condicionador Palmolive Naturals Detox Energizante Frasco 350ml,0,0,0,32,0,0,0,0,0,0
Condicionador Palmolive Naturals Iluminador Pretos Frasco 350ml,0,0,0,3,0,0,0,0,0,0
Condicionador Palmolive Naturals Maciez Prolongada Frasco 350ml,0,0,0,32,0,0,0,0,0,0
Condicionador Palmolive Naturals Nutri-Liss Frasco 350ml,0,0,0,32,0,0,0,0,0,0
Condicionador Palmolive Naturals Reparação Completa Frasco 350ml,0,0,0,32,0,0,0,0,0,0
Condicionador Palmolive Natureza Secreta Castanha Frasco 325ml,0,0,0,9,0,0,0,0,0,0
Condicionador Palmolive Natureza Secreta Pitaya Frasco 325ml,0,0,0,9,0,0,0,0,0,0
Condicionador Palmolive Natureza Secreta Ucuuba Frasco 325ml,0,0,0,9,0,0,0,0,0,0
Condicionador Pantene 3 Minutos Milagrosos Força e Reconstrução Bisnaga 170ml,0,0,0,9,0,0,0,0,0,0
Condicionador Pantene Brilho Extremo Frasco 175ml,0,0,0,25,0,0,0,0,0,0
Condicionador Pantene Brilho Extremo Frasco 400ml,0,0,0,34,0,0,0,0,0,0
Condicionador Pantene Cachos Hidra-Vitaminados Frasco 175ml,0,0,0,25,0,0,0,0,0,0
Condicionador Pantene Controle de Queda Frasco 175ml,0,0,0,25,0,0,0,0,0,0
Condicionador Pantene Força e Reconstrução Frasco 175ml,0,0,0,25,0,0,0,0,0,0
Condicionador Pantene Força e Reconstrução Frasco 400ml,0,0,0,34,0,0,0,0,0,0
Condicionador Pantene Hidratação Frasco 175ml,0,0,0,25,0,0,0,0,0,0
Condicionador Pantene Hidratação Frasco 400ml,0,0,0,34,0,0,0,0,0,0
Condicionador Pantene Hidro-Cauterização Frasco 175ml,0,0,0,25,0,0,0,0,0,0
Condicionador Pantene Hidro-Cauterização Frasco 400ml,0,0,0,34,0,0,0,0,0,0
Condicionador Pantene Liso Extremo Frasco 175ml,0,0,0,25,0,0,0,0,0,0
Condicionador Pantene Liso Extremo Frasco 400ml,0,0,0,34,0,0,0,0,0,0
Condicionador Pantene Reparação Rejuvenescedora Frasco 175ml,0,0,0,25,0,0,0,0,0,0
Condicionador Pantene Restauração Frasco 175ml,0,0,0,25,0,0,0,0,0,0
Condicionador Pantene Restauração Frasco 400ml,0,0,0,34,0,0,0,0,0,0
Condicionador Pantene Restauração Frasco 400ml Summer Edition,0,0,0,3,0,0,0,0,0,0
Condicionador Seda Boom Liberado Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Seda Cocriações Bomba Argan Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Seda Cocriações Cachos Definidos Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Seda Cocriações Ceramidas Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Seda Cocriações Crescimento Saudável Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Seda Cocriações Liso Extremo Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Seda Cocriações Liso Perfeito Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Seda Cocriações Pretos Luminosos Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Seda Cocriações Restauração Instantânea Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Seda Cocriações Óleo Hidratação Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Seda Recarga Natural Bomba de Nutrição Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Seda Recarga Natural Hidratação Antinós Frasco 325ml,0,0,0,51,0,0,0,0,0,0
Condicionador Tresemmé Baixo Poo + Nutrição Frasco 200ml,0,0,0,1,0,0,0,0,0,0
Condicionador Tresemmé Baixo Poo + Nutrição Frasco 400ml,0,0,0,22,0,0,0,0,0,0
Condicionador Tresemmé Cachos Definidos Frasco 400ml,0,0,0,22,0,0,0,0,0,0
Condicionador Tresemmé Detox Capilar Frasco 400ml,0,0,0,22,0,0,0,0,0,0
Condicionador Tresemmé Hidratação Profunda Frasco 200ml,0,0,0,1,0,0,0,0,0,0
Condicionador Tresemmé Hidratação Profunda Frasco 400ml,0,0,0,22,0,0,0,0,0,0
Condicionador Tresemmé Liso Keratina Frasco 400ml,0,0,0,22,0,0,0,0,0,0
Condicionador Tresemmé Reconstrução e Força Frasco 400ml,0,0,0,22,0,0,0,0,0,0
Condicionador Tresemmé Solar Repair Frasco 200ml,0,0,0,1,0,0,0,0,0,0
Condicionador Tresemmé Tresplex Regeneração Frasco 400ml,0,0,0,22,0,0,0,0,0,0
Condicionador Uso Veterinário Neutro Sanol Dog Frasco 500ml,4,0,0,0,0,0,0,0,0,0
Condicionador Uso Veterinário Sanol Dog Frasco 500ml,4,0,0,0,0,0,0,0,0,0
Condicionador com Extrato de Babosa Palmolive Cachos Livres Frasco 350ml,0,0,0,32,0,0,0,0,0,0
Condimento Preparado de Mostarda e Ketchup Hemmer Squeeze 200g,0,0,0,0,0,0,0,0,4,0
Confeito de Chocolate ao Leite M&M'S Pote 30g,0,0,0,0,0,0,0,0,71,0
Confeito de Chocolate ao Leite M&M's Sachê 148g,0,0,0,0,0,0,0,0,6,0
Confeito de Chocolate ao Leite Recheado com Amendoim Disqueti Sachê 150g,0,0,0,0,0,0,0,0,23,0
Confeito de Chocolate ao Leite com Amendoim M&M's Sachê 148g,0,0,0,0,0,0,0,0,6,0
Conjunto Copo Aurora 270ml SM 6 Unidades,3,0,0,0,0,0,0,0,0,0
Conjunto Pote Plástico Redondo Plasútil Clic 5 Unidades,1,0,0,0,0,0,0,0,0,0
Copo 320ml Plasútil Decora,1,0,0,0,0,0,0,0,0,0
Copo Batman 320ml Plasútil,2,0,0,0,0,0,0,0,0,0
Copo Princess 320ml Plasútil,2,0,0,0,0,0,0,0,0,0
Coquetel Alcoólico Composto Domecq Garrafa 1l,0,1,0,0,0,0,0,0,0,0
Costela Suína Congelada Temperada a Passarinho Frimesa 1kg,0,0,0,0,0,0,6,0,0,0
Couve-Flor Florete Supergelada Pratigel Pacote 300g,0,0,0,0,0,0,0,0,0,25
Creme 4 em 1 Nivea Men Pote 75g,0,0,0,1,0,0,0,0,0,0
Creme Chantilly Ferme et Onctueuse Président Frasco 250g,0,0,0,0,0,0,4,0,0,0
Creme Chantilly Spray Vigor Frasco 250g,0,0,0,0,0,0,6,0,0,0
Creme Dental 4 em 1 Menta Fresca Oral-B Caixa 70g,0,0,0,11,0,0,0,0,0,0
Creme Dental Antiplaca Prevent Caixa 90g,0,0,0,13,0,0,0,0,0,0
Creme Dental Branqueador Colgate Sensitive Pro-Alívio Caixa 90g,0,0,0,18,0,0,0,0,0,0
Creme Dental Brilliant Mint Colgate Luminous White Caixa 50g,0,0,0,3,0,0,0,0,0,0
Creme Dental Brilliant Mint Colgate Luminous White Caixa 70g,0,0,0,43,0,0,0,0,0,0
Creme Dental Clean Mint Colgate Total 12 Caixa 50g,0,0,0,6,0,0,0,0,0,0
Creme Dental Clear Mint Colgate Total 12 Caixa 140g,0,0,0,37,0,0,0,0,0,0
Creme Dental Clear Mint Colgate Total 12 Caixa 90g,0,0,0,504,0,0,0,0,0,0
Creme Dental Colgate Total 12 Advanced Fresh Caixa 90g,0,0,0,504,0,0,0,0,0,0
Creme Dental Colgate Total 12 Professional Gengiva Saudável Caixa 70g,0,0,0,53,0,0,0,0,0,0
Creme Dental Colgate Total 12 Professional Hálito Saudável Caixa 70g,0,0,0,53,0,0,0,0,0,0
Creme Dental Colgate Total 12 Professional Reparação Diária Caixa 70g,0,0,0,53,0,0,0,0,0,0
Creme Dental Colgate Total 12 Professional Whitening Caixa 70g,0,0,0,53,0,0,0,0,0,0
Creme Dental Colgate Total 12 Saúde Visível Caixa 70g,0,0,0,53,0,0,0,0,0,0
Creme Dental Cristal Mint Sorriso Xtreme White Evolution Caixa 70g,0,0,0,11,0,0,0,0,0,0
Creme Dental Dazzling Mint Colgate Luminous White Instant White Caixa 70g,0,0,0,43,0,0,0,0,0,0
Creme Dental Extra Fresh Sorriso Tripla Vitaminas Caixa 70g,0,0,0,116,0,0,0,0,0,0
Creme Dental Hortelã Colgate Tripla Ação Caixa 90g,0,0,0,1207,0,0,0,0,0,0
Creme Dental Icefresh Tripla Proteção Caixa 90g,0,0,0,213,0,0,0,0,0,0
Creme Dental Infantil com Flúor Frutas Silvestres Star Wars Oral-B Pro-Saúde Stages Bisnaga 100g,0,0,0,4,0,0,0,0,0,0
Creme Dental Menta Original Colgate Tripla Ação Caixa 180g,0,0,0,24,0,0,0,0,0,0
Creme Dental Menta Original Colgate Tripla Ação Caixa 90g,0,0,0,1207,0,0,0,0,0,0
Creme Dental Menta Refrescante Colgate Máxima Proteção Anticáries Caixa 180g,0,0,0,141,0,0,0,0,0,0
Creme Dental Menta Refrescante Colgate Máxima Proteção Anticáries Caixa 70g,0,0,0,54,0,0,0,0,0,0
Creme Dental Menta Refrescante Colgate Máxima Proteção Anticáries Caixa 90g,0,0,0,257,0,0,0,0,0,0
Creme Dental Menta Suave Oral-B 1-2-3 Caixa 70g,0,0,0,705,0,0,0,0,0,0
Creme Dental Menta Suave Oral-B Pro-Saúde Escudo Anti-Açúcar Caixa 70g,0,0,0,14,0,0,0,0,0,0
Creme Dental Mint Sensodyne True White Caixa 100g,0,0,0,10,0,0,0,0,0,0
Creme Dental Oral-B 3D White Brilliant Fresh Caixa 70g,0,0,0,27,0,0,0,0,0,0
Creme Dental Original Colgate Sensitive Pro-Alívio Caixa 90g,0,0,0,8,0,0,0,0,0,0
Creme Dental Real White Colgate Sensitive Pro-Alívio Caixa 110g,0,0,0,8,0,0,0,0,0,0
Creme Dental Sensodyne Rápido Alívio & Proteção Duradoura Caixa 50g,0,0,0,26,0,0,0,0,0,0
Creme Dental Sorriso Dentes Brancos Caixa 90g,0,0,0,105,0,0,0,0,0,0
Creme Dental Sorriso Fort Protect 5 Ações Caixa 70g,0,0,0,29,0,0,0,0,0,0
Creme Dental Sorriso Super Refrescante Caixa 90g,0,0,0,105,0,0,0,0,0,0
Creme Dental Sorriso Tripla Limpeza Completa Caixa 70g,0,0,0,678,0,0,0,0,0,0
Creme Dental Whitening Colgate Total 12 Caixa 140g,0,0,0,37,0,0,0,0,0,0
Creme Dental Whitening Colgate Total 12 Caixa 90g,0,0,0,504,0,0,0,0,0,0
Creme Dental Whitening Sensodyne Repair & Protect Caixa 100g,0,0,0,10,0,0,0,0,0,0
Creme Dental Whitening Sorriso Dentes Brancos Caixa 180g Tamanho Família,0,0,0,55,0,0,0,0,0,0
Creme Dental Xtra Fresh Colgate Tripla Ação Caixa 70g,0,0,0,1207,0,0,0,0,0,0
Creme Dental Xtra White Colgate Tripla Ação Caixa 70g,0,0,0,1207,0,0,0,0,0,0
Creme Dental com Flúor Chiclete Mickey and the Roadster Racers Oral-B Kids Caixa 50g,0,0,0,7,0,0,0,0,0,0
Creme Preventivo de Assaduras Huggies Puro e Natural Caixa 80g,0,0,0,2,0,0,0,0,0,0
Creme Preventivo de Assaduras Huggies Supreme Care Caixa 80g,0,0,0,3,0,0,0,0,0,0
Creme de Avelã com Cacau Ferrero Nutella 650g,0,0,0,0,0,0,0,0,36,0
Creme de Avelã com Cacau Nutella 140g,0,0,0,0,0,0,0,0,163,0
Creme de Avelã com Cacau Nutella 350g,0,0,0,0,0,0,0,0,46,0
Creme de Chocolate Cream Choco Io-Iô Pote 180g,0,0,0,0,0,0,0,0,6,0
"Creme de Chocolate Mix Choco Io-Iô Pote 63,6g",0,0,0,0,0,0,0,0,29,0
Creme de Leite UHT Homogeneizado Piracanjuba Caixa 200g,0,0,0,0,0,0,0,0,726,0
Creme de Leite UHT Leve Homogeneizado Lider Caixa 200g,0,0,0,0,0,0,0,0,1653,0
Creme de Leite UHT Leve Homogeneizado Zero Lactose Lider Caixa 200g,0,0,0,0,0,0,0,0,1653,0
Creme de Queijo Frescal Ultrafiltrado Danubio Pote 200g,0,0,0,0,0,0,49,0,0,0
Creme de Queijo Frescal Ultrafiltrado Zero Lactose Danubio Pote 200g,0,0,0,0,0,0,11,0,0,0
Creme de Queijo Quark Calda Frutas Vermelhas Batavo Nuv Pote 100g,0,0,0,0,0,0,132,0,0,0
Creme de Queijo Quark Calda Goiaba Batavo Nuv Pote 100g,0,0,0,0,0,0,132,0,0,0
Creme de Queijo Quark Calda Pêssego e Damasco Batavo Nuv Pote 100g,0,0,0,0,0,0,132,0,0,0
Creme de Queijo Quark Tradicional Batavo Nuv Pote 100g,0,0,0,0,0,0,132,0,0,0
Creme de Queijo Ricota Danubio Pote 200g,0,0,0,0,0,0,20,0,0,0
Creme de Queijo Ricota Light Président Pote 200g,0,0,0,0,0,0,13,0,0,0
Creme de Queijo Ricota Président Pote 200g,0,0,0,0,0,0,13,0,0,0
Creme de Tratamento Dove Nutritive Secrets Ritual de Reparação Pote 350g,0,0,0,2,0,0,0,0,0,0
Creme de Tratamento Dove Nutritive Solutions Reconstrução Completa Pote 350g,0,0,0,2,0,0,0,0,0,0
Creme de Tratamento Dove Nutritive Solutions Óleo Nutrição Pote 350g,0,0,0,2,0,0,0,0,0,0
Creme de Tratamento Seda Cocriações Liso Perfeito Pote 400g,0,0,0,1,0,0,0,0,0,0
Creme para Desembaraçar Palmolive Naturals Kids Frasco 150ml,0,0,0,13,0,0,0,0,0,0
Creme para Pentear Antifrizz Pantene Hidro-Cauterização Frasco 240g,0,0,0,14,0,0,0,0,0,0
Creme para Pentear Cachos Definidos Seda Cocriações Frasco 300ml,0,0,0,45,0,0,0,0,0,0
Creme para Pentear Cachos Pantene Cachos Hidra-VItaminados Frasco 240g,0,0,0,14,0,0,0,0,0,0
Creme para Pentear Cachos Pantene Cachos Hidra-Vitaminados Frasco 240g,0,0,0,12,0,0,0,0,0,0
Creme para Pentear Ceramidas Seda Cocriações Frasco 300ml,0,0,0,45,0,0,0,0,0,0
Creme para Pentear Crescimento Saudável Seda Cocriações Frasco 300ml,0,0,0,45,0,0,0,0,0,0
Creme para Pentear Crespo Pantene Cachos Hidra-Vitaminados Frasco 240g,0,0,0,12,0,0,0,0,0,0
Creme para Pentear Dove Nutritive Solutions Ultra Cachos Frasco 200ml,0,0,0,3,0,0,0,0,0,0
Creme para Pentear Dove Nutritive Solutions Óleo Nutrição Frasco 200ml,0,0,0,3,0,0,0,0,0,0
Creme para Pentear Palmolive Naturals Cuidado Absoluto Frasco 150ml,0,0,0,13,0,0,0,0,0,0
Creme para Pentear Palmolive Naturals Hidratação Luminosa Frasco 150ml,0,0,0,13,0,0,0,0,0,0
Creme para Pentear Palmolive Naturals Óleo Surpreendente Frasco 150ml,0,0,0,13,0,0,0,0,0,0
Creme para Pentear Pantene Controle de Queda Frasco 240g,0,0,0,14,0,0,0,0,0,0
Creme para Pentear Pantene Hidratação Frasco 240g,0,0,0,7,0,0,0,0,0,0
Creme para Pentear Pantene Liso Extremo Frasco 240g,0,0,0,14,0,0,0,0,0,0
Creme para Pentear Pantene Restauração Frasco 240g Summer Edition,0,0,0,2,0,0,0,0,0,0
"Creme para Pentear Seda Boom Cachos Livres, Leves e Soltos Pote 500ml",0,0,0,1,0,0,0,0,0,0
Creme para Pentear Seda Boom Cachos Mara Definidos Pote 500ml,0,0,0,1,0,0,0,0,0,0
Creme para Pentear Seda Boom Crespos Ostentação Pote 500ml,0,0,0,1,0,0,0,0,0,0
Creme para Pentear Seda Boom Definição Frasco 295ml,0,0,0,4,0,0,0,0,0,0
