product_name,Pai - Bazar,Pai - Bebidas Alcoólicas,Pai - Bebidas Não Alcoólicas,Pai - HPC,Pai - Limpeza / Descartáveis,Pai - Mercearia Básica,Pai - Perecíveis,Pai - Têxtil,Pai- Mercearia Complementar,Pai-Hortifruti
Lava-Roupas em Pó Roupas Brancas e Coloridas Brilhante Limpeza Total Pacote 800g,0,0,0,0,49,0,0,0,0,0
Lava-Roupas em Pó Roupas Brancas e Coloridas Urca Maxx Pacote 1kg,0,0,0,0,78,0,0,0,0,0
Lava-Roupas em Pó Ypê Premium Caixa 1kg,0,0,0,0,19,0,0,0,0,0
Leite Condensado Desnatado Light Nestlé Moça Caixa 410g,0,0,0,0,0,0,0,0,1,0
Leite Condensado Frimesa Caixa 395g,0,0,0,0,0,0,0,0,377,0
Leite Condensado Piracanjuba Caixa 395g,0,0,0,0,0,0,0,0,520,0
Leite Condensado Zero Lactose Piracanjuba Caixa 395g,0,0,0,0,0,0,0,0,520,0
Leite Fermentado Ameixa Activia Bandeja 400g 4 Unidades,0,0,0,0,0,0,5,0,0,0
Leite Fermentado Ameixa Activia Pote 100g,0,0,0,0,0,0,7,0,0,0
Leite Fermentado Desnatado Batavo Garrafa 850g Família,0,0,0,0,0,0,50,0,0,0
Leite Fermentado Desnatado Frutap Garrafa 900g,0,0,0,0,0,0,128,0,0,0
Leite Fermentado Desnatado Meu Malvado Favorito Vigor Garrafa 900g Tamanho Família,0,0,0,0,0,0,22,0,0,0
"Leite Fermentado Integral Aveia, Mamão e Cereais Activia Bandeja 600g 6 Unidades Embalagem Econômica",0,0,0,0,0,0,9,0,0,0
Leite Fermentado Morango Activia Pote 100g,0,0,0,0,0,0,7,0,0,0
Leite Fermentado Parcialmente Desnatado Ameixa Activia Frasco 150g,0,0,0,0,0,0,5,0,0,0
Leite Fermentado Parcialmente Desnatado Ameixa Activia Frasco 170g,0,0,0,0,0,0,4,0,0,0
Leite Fermentado Parcialmente Desnatado Ameixa Activia Garrafa 850g,0,0,0,0,0,0,22,0,0,0
Leite Fermentado Parcialmente Desnatado Morango Activia Frasco 150g,0,0,0,0,0,0,5,0,0,0
Leite Fermentado Parcialmente Desnatado Morango Activia Frasco 170g,0,0,0,0,0,0,4,0,0,0
Leite Fermentado Parcialmente Desnatado Morango Activia Garrafa 850g,0,0,0,0,0,0,22,0,0,0
Leite Fermentado Tradicional Zero Lactose Activia Shot Diário Frasco 100g,0,0,0,0,0,0,14,0,0,0
Leite UHT Desnatado Jussara Caixa 1l,0,0,0,0,0,2248,0,0,0,0
Leite UHT Desnatado Jussara Max Garrafa 1l,0,0,0,0,0,222,0,0,0,0
Leite UHT Desnatado Lider Caixa 1l,0,0,0,0,0,1501,0,0,0,0
Leite UHT Integral Jussara Caixa 1l,0,0,0,0,0,2248,0,0,0,0
Leite UHT Integral Jussara Max Garrafa 1l,0,0,0,0,0,222,0,0,0,0
Leite UHT Integral Lider Caixa 1l,0,0,0,0,0,1501,0,0,0,0
Leite UHT Integral Zero Lactose Elegê Caixa com Tampa 1l,0,0,0,0,0,14,0,0,0,0
Leite UHT Semidesnatado Jussara Max Garrafa 1l,0,0,0,0,0,222,0,0,0,0
Leite UHT Semidesnatado Jussara Équilibré Caixa 1l,0,0,0,0,0,2248,0,0,0,0
Leite UHT Semidesnatado Lider Caixa 1l,0,0,0,0,0,1501,0,0,0,0
Leite UHT Semidesnatado Zero Lactose Lider Caixa com Tampa 1l,0,0,0,0,0,156,0,0,0,0
Leite UHT Semidesnatado Zero Lactose Piracanjuba Caixa com Tampa 1l,0,0,0,0,0,105,0,0,0,0
Leite de Coco Light Coco do Vale Vidro 200ml,0,0,0,0,0,0,0,0,71,0
Leite de Coco Sabor Nordeste Vidro 200ml,0,0,0,0,0,0,0,0,173,0
Leite de Coco Tradicional Coco do Vale Vidro 200ml,0,0,0,0,0,0,0,0,71,0
Leite em Pó Instantâneo Integral Piracanjuba Pacote 400g,0,0,0,0,0,22,0,0,0,0
Leite em Pó Integral Frimesa Pacote 400g,0,0,0,0,0,34,0,0,0,0
Leite em Pó Integral Piracanjuba Pacote 400g,0,0,0,0,0,22,0,0,0,0
Lenço Umedecido Cheirinho de Bebê Pampers Pacote 48 Unidades,0,0,0,0,4,0,0,0,0,0
"Lenço Umedecido Higiênico Neve Toque da Seda 19,3cm x 15,7cm Pacote 48 Unidades",0,0,0,0,7,0,0,0,0,0
"Lenço Umedecido Íntimo Intimus 19,5cm x 11,5cm Pacote 16 Unidades",0,0,0,0,2,0,0,0,0,0
"Lenço de Papel Folha Dupla Kleenex 12,7cm x 21,2cm Caixa 50 Unidades",0,0,0,0,6,0,0,0,0,0
Lenço de Papel Folha Tripla Kleenex 21cm x 21cm Pacote 10 Unidades,0,0,0,0,25,0,0,0,0,0
Lenço de Papel Folha Tripla Kleenex 21cm x 21cm Pacote 4 Unidades,0,0,0,0,25,0,0,0,0,0
Licor Fino de Ervas Jägermeister Garrafa 700ml,0,1,0,0,0,0,0,0,0,0
Limpa Carpete e Tapete Líquido Vanish Karpex Frasco 500ml,0,0,0,0,3,0,0,0,0,0
Limpa Pneus Proauto Autocraft Frasco 500ml,4,0,0,0,0,0,0,0,0,0
Limpa Telas Multiuso Proauto Frasco 150ml Grátis Pano,2,0,0,0,0,0,0,0,0,0
Limpa e Hidrata Couro Proauto Bisnaga 150g,1,0,0,0,0,0,0,0,0,0
Limpa-Vidro Líquido Cif Sachê 450ml Refil Econômico,0,0,0,0,3,0,0,0,0,0
Limpa-Vidro Líquido Cristal Veja Vidrex Frasco 500ml Refil,0,0,0,0,2,0,0,0,0,0
Limpa-Vidro Líquido Veja Vidrex Squeeze 500ml,0,0,0,0,8,0,0,0,0,0
Limpa-Vidro Proauto Classic Frasco 500ml,1,0,0,0,0,0,0,0,0,0
Limpador Desengordurante Cozinha Laranja Mr Músculo Frasco 500ml Borrifador,0,0,0,0,4,0,0,0,0,0
Limpador Desengordurante Cozinha Laranja Mr Músculo Squeeze 500ml,0,0,0,0,9,0,0,0,0,0
Limpador Desengordurante Cozinha Laranja Veja Gold Frasco 500ml Borrifador,0,0,0,0,7,0,0,0,0,0
Limpador Desengordurante Cozinha Laranja Veja Gold Frasco 500ml Refil,0,0,0,0,21,0,0,0,0,0
Limpador Desengordurante Cozinha Limão Veja Frasco 500ml Borrifador,0,0,0,0,7,0,0,0,0,0
Limpador Desengordurante Cozinha Limão Veja Gold Frasco 500ml,0,0,0,0,31,0,0,0,0,0
Limpador Desengordurante Cozinha Limão Veja Gold Frasco 500ml Refil,0,0,0,0,21,0,0,0,0,0
Limpador Desengordurante Cozinha Limão Veja Gold Sachê 400ml Refil Econômico,0,0,0,0,26,0,0,0,0,0
Limpador Desengordurante Multiuso Cif Ultra Rápido Frasco 500ml,0,0,0,0,25,0,0,0,0,0
Limpador Desengordurante Multiuso Cif Ultra Rápido Frasco 500ml Refil,0,0,0,0,8,0,0,0,0,0
Limpador Multipisos Diluível Lírio & Magnólia Destac Frasco 500ml,0,0,0,0,2,0,0,0,0,0
Limpador Multiuso Amora & Ervas Frescas Ajax Fusão Perfeita Frasco 500ml,0,0,0,0,32,0,0,0,0,0
Limpador Multiuso Banheiro Cif Ultra Rápido Frasco 500ml,0,0,0,0,9,0,0,0,0,0
Limpador Multiuso Campestre Veja Gold Frasco 500ml,0,0,0,0,55,0,0,0,0,0
Limpador Multiuso Campestre Veja Gold Frasco 500ml Grátis 10% de Desconto,0,0,0,0,434,0,0,0,0,0
Limpador Multiuso Clássico Ypê Frasco 500ml,0,0,0,0,165,0,0,0,0,0
Limpador Multiuso Eucalipto Pinho Sol Limpeza Pesada Frasco 500ml,0,0,0,0,8,0,0,0,0,0
Limpador Multiuso Eucalipto e Maçã-Verde Ajax Squeeze 500ml,0,0,0,0,70,0,0,0,0,0
Limpador Multiuso Floral Campestre Veja Gold Frasco 500ml,0,0,0,0,14,0,0,0,0,0
Limpador Multiuso Floral Veja Gold Frasco 500ml,0,0,0,0,55,0,0,0,0,0
Limpador Multiuso Floral Veja Gold Frasco 500ml Grátis 10% de Desconto,0,0,0,0,434,0,0,0,0,0
Limpador Multiuso Frutas Vermelhas & Menta Selvagem Ajax Fusão Perfeita Frasco 500ml,0,0,0,0,32,0,0,0,0,0
Limpador Multiuso Laranja Veja Power Fusion Frasco 500ml,0,0,0,0,106,0,0,0,0,0
Limpador Multiuso Lavanda e Bem Estar Veja Perfumes Frasco 1l Grátis 30% de Desconto,0,0,0,0,55,0,0,0,0,0
Limpador Multiuso Lavanda e Bem Estar Veja Perfumes Frasco 500ml Grátis 30% de Desconto,0,0,0,0,88,0,0,0,0,0
Limpador Multiuso Lavanda e Menta Ajax Squeeze 500ml,0,0,0,0,70,0,0,0,0,0
Limpador Multiuso Limão Veja Power Fusion Frasco 500ml,0,0,0,0,106,0,0,0,0,0
Limpador Multiuso Original Veja Gold Frasco 1l,0,0,0,0,31,0,0,0,0,0
Limpador Multiuso Original Veja Gold Frasco 500ml,0,0,0,0,14,0,0,0,0,0
Limpador Multiuso Original Veja Gold Frasco 500ml Grátis 10% de Desconto,0,0,0,0,434,0,0,0,0,0
Limpador Multiuso Original Veja Gold Squeeze 500ml,0,0,0,0,55,0,0,0,0,0
Limpador Multiuso Suave e Carinho Veja Perfumes Frasco 500ml Grátis 30% de Desconto,0,0,0,0,88,0,0,0,0,0
Limpador Multiuso Tira-Manchas Ypê Frasco 500ml,0,0,0,0,165,0,0,0,0,0
Limpador Multiuso Veja X-14 Frasco 1l,0,0,0,0,10,0,0,0,0,0
Limpador Multiuso Veja X-14 Frasco 500ml,0,0,0,0,29,0,0,0,0,0
Limpador Multiuso com Álcool Veja Frasco 500ml,0,0,0,0,55,0,0,0,0,0
Limpador Multiuso com Álcool Ypê Frasco 500ml,0,0,0,0,165,0,0,0,0,0
Limpador Perfumado Agradable Casa & Perfume Frasco 500ml,0,0,0,0,198,0,0,0,0,0
Limpador Perfumado Alegria Veja Aroma Sense Frasco 500ml,0,0,0,0,23,0,0,0,0,0
Limpador Perfumado Amable Casa & Perfume Frasco 500ml,0,0,0,0,198,0,0,0,0,0
Limpador Perfumado Bela Flore Casa & Perfume Frasco 500ml,0,0,0,0,198,0,0,0,0,0
Limpador Perfumado Concentrado Alecrim Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Algas Marinhas Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Algodão Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Bambu Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Capim-Limão Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Citronela Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Cravo & Canela Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Erva-Doce Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Eucalipto Citriodora Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Eucalipto Glóbulos Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Floral Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Hortelã Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Lavanda Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Lima-Limão Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Pinho Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Concentrado Talco Coala Frasco 120ml,0,0,0,0,203,0,0,0,0,0
Limpador Perfumado Energia Veja Aroma Sense Frasco 500ml,0,0,0,0,23,0,0,0,0,0
Limpador Perfumado Frescor Veja Aroma Sense Frasco 500ml,0,0,0,0,23,0,0,0,0,0
Limpador Perfumado Intuizione New Casa & Perfume Frasco 500ml,0,0,0,0,198,0,0,0,0,0
Limpador Perfumado Passione Casa Km Casa & Perfume Frasco 500ml,0,0,0,0,198,0,0,0,0,0
Limpador Perfumado Romance Veja Aroma Sense Frasco 500ml,0,0,0,0,8,0,0,0,0,0
Limpador Perfumado Sensazione Casa & Perfume Frasco 500ml,0,0,0,0,198,0,0,0,0,0
Limpador Perfumado Sensualidad Casa & Perfume Frasco 500ml,0,0,0,0,198,0,0,0,0,0
Limpador Perfumado Speciale Casa & Perfume Frasco 500ml,0,0,0,0,198,0,0,0,0,0
Limpador Removedor de Gorduras Cozinha Cif Frasco 500ml Borrifador,0,0,0,0,12,0,0,0,0,0
Limpador Uso Geral Fresh Citronela Ajax Frasco 500ml,0,0,0,0,178,0,0,0,0,0
Limpador para Forno Easy-Off Pote 250ml,0,0,0,0,6,0,0,0,0,0
Limpador para Pisos Limpeza Pesada Lavanda Mr Músculo Squeeze 500ml,0,0,0,0,5,0,0,0,0,0
Limpador para Pisos Porcelanato Cheirinho de Lavanda Destac Frasco 750ml,0,0,0,0,16,0,0,0,0,0
Limpador para Pisos de Madeira Lavanda & Vanilla Destac Squeeze 750ml,0,0,0,0,16,0,0,0,0,0
Linguiça Calabresa Frescal Apimentada Frimesa 1kg,0,0,0,0,0,0,4,0,0,0
Lixeira Basculante 9l Plasútil Ecoblack,0,0,0,0,1,0,0,0,0,0
"Lixeira Basculante para Pia 6,5l Plasútil",0,0,0,0,1,0,0,0,0,0
Lixeira com Pedal 7l Plasútil Ecoblack,0,0,0,0,1,0,0,0,0,0
Loção Deo-Hidratante Coco & Óleo Monoi Nivea Óleos Essenciais Frasco 200ml,0,0,0,1,0,0,0,0,0,0
Loção Deo-Hidratante Corporal Nivea Lotion Express Frasco 200ml,0,0,0,18,0,0,0,0,0,0
Loção Deo-Hidratante Flor de Cerejeira & Óleo de Jojoba Nivea Óleos Essenciais Frasco 200ml,0,0,0,1,0,0,0,0,0,0
Loção Deo-Hidratante Flor de Laranjeira & Óleo de Abacate Nivea Óleos Essenciais Frasco 200ml,0,0,0,1,0,0,0,0,0,0
Loção Deo-Hidratante Lavanda e Camomila Johnson's Body Lotion Frasco 200ml,0,0,0,19,0,0,0,0,0,0
Loção Deo-Hidratante Lavanda e Camomila Johnson's Body Lotion Frasco Leve 400ml Pague 320ml,0,0,0,20,0,0,0,0,0,0
Loção Deo-Hidratante Maciez Prolongada Johnson's Body Lotion Frasco 200ml,0,0,0,19,0,0,0,0,0,0
Loção Deo-Hidratante Maciez Prolongada Johnson's Body Lotion Frasco Leve 400ml Pague 320ml,0,0,0,20,0,0,0,0,0,0
Loção Deo-Hidratante Nivea Milk Frasco 200ml,0,0,0,5,0,0,0,0,0,0
Loção Deo-Hidratante Nutrição Renovadora Romã e Uva Johnson's Body Lotion Frasco 200ml,0,0,0,19,0,0,0,0,0,0
Loção Deo-Hidratante Pele Seca Nivea Soft Milk Frasco 200ml,0,0,0,18,0,0,0,0,0,0
Loção Deo-Hidratante para Banho Nivea Milk Frasco 250ml,0,0,0,3,0,0,0,0,0,0
Loção Desodorante Hidratação Total Nutrição do Cacau Vasenol Frasco 200ml,0,0,0,1,0,0,0,0,0,0
Loção Hidratante Johnson's Baby Frasco 200ml,0,0,0,4,0,0,0,0,0,0
Loção Hidratante Johnson's Baby Hora do Sono Frasco 200ml,0,0,0,4,0,0,0,0,0,0
Loção de Limpeza Tradicional Leite de Rosas 100ml,0,0,0,23,0,0,0,0,0,0
Loção de Limpeza Tradicional Leite de Rosas 170ml,0,0,0,31,0,0,0,0,0,0
Lustra-Móveis 3 em 1 Jasmim Poliflor Squeeze 500ml,0,0,0,0,1,0,0,0,0,0
Lustra-Móveis 3 em 1 Lavanda Poliflor Frasco 500ml,0,0,0,0,1,0,0,0,0,0
Lustra-Móveis Lavanda Poliflor Squeeze 200ml,0,0,0,0,19,0,0,0,0,0
Lustra-Móveis Multissuperfícies Campestre Ypê Brilho Frasco 200ml,0,0,0,0,61,0,0,0,0,0
Lustra-Móveis Multissuperfícies Lavanda Ypê Frasco 200ml,0,0,0,0,61,0,0,0,0,0
Lustra-Móveis Multissuperfícies Poliflor Squeeze 200ml,0,0,0,0,19,0,0,0,0,0
Líquido Protetor para Radiador Proauto Prorad Frasco 1l,3,0,0,0,0,0,0,0,0,0
Macarrão Instantâneo Bacon Nissin Miojo Lámen Pacote 85g,0,0,0,0,0,989,0,0,0,0
Macarrão Instantâneo Bolonhesa Nissin Cup Noodles Copo 72g,0,0,0,0,0,34,0,0,0,0
Macarrão Instantâneo Bolonhesa Nissin Miojo Talharim Pacote 99g,0,0,0,0,0,135,0,0,0,0
Macarrão Instantâneo Brócolis ao Molho Branco Nissin Miojo Talharim Pacote 99g,0,0,0,0,0,135,0,0,0,0
Macarrão Instantâneo Caldinho de Feijão Suave Nissin Miojo Turma da Mônica Pacote 86g,0,0,0,0,0,734,0,0,0,0
Macarrão Instantâneo Carbonara Nissin Talharim Pacote 99g,0,0,0,0,0,135,0,0,0,0
Macarrão Instantâneo Carne Defumada Nissin Cup Noodles Copo 69g,0,0,0,0,0,54,0,0,0,0
Macarrão Instantâneo Carne Nissin Miojo Lámen Pacote 85g,0,0,0,0,0,989,0,0,0,0
Macarrão Instantâneo Carne Renata Express Pacote 85g,0,0,0,0,0,872,0,0,0,0
Macarrão Instantâneo Carne Suave Nissin Miojo Turma da Mônica Pacote 85g,0,0,0,0,0,734,0,0,0,0
Macarrão Instantâneo Carne com Chilli Nissin Miojo Cremoso Pacote 88g,0,0,0,0,0,38,0,0,0,0
Macarrão Instantâneo Carne com Tomate Nissin Miojo Lámen Pacote 85g,0,0,0,0,0,989,0,0,0,0
Macarrão Instantâneo Costela Barbecue Nissin Miojo Cremoso Pacote 88g,0,0,0,0,0,38,0,0,0,0
Macarrão Instantâneo Costela Nissin Pacote 85g,0,0,0,0,0,989,0,0,0,0
Macarrão Instantâneo Costela com Molho de Churrasco Nissin Cup Noodles Copo 68g,0,0,0,0,0,23,0,0,0,0
Macarrão Instantâneo Estrogonofe de Frango Nissin Miojo Cremoso Pacote 88g,0,0,0,0,0,38,0,0,0,0
Macarrão Instantâneo Frango Assado Nissin Miojo Lámen Pacote 85g,0,0,0,0,0,989,0,0,0,0
Macarrão Instantâneo Frango Nissin Miojo Talharim Pacote 99g,0,0,0,0,0,135,0,0,0,0
Macarrão Instantâneo Frango com Alho Nissin Lámen Pacote 85g,0,0,0,0,0,989,0,0,0,0
Macarrão Instantâneo Frango com Molho Teriyaki Nissin Cup Noodles Copo 72g,0,0,0,0,0,34,0,0,0,0
Macarrão Instantâneo Galinha Caipira Light Nissin Miojo Lámen Pacote 74g,0,0,0,0,0,2,0,0,0,0
Macarrão Instantâneo Galinha Caipira Nissin Cup Noodles Copo 69g,0,0,0,0,0,78,0,0,0,0
Macarrão Instantâneo Galinha Caipira Nissin Lámen Pacote 510g 6 Unidades,0,0,0,0,0,191,0,0,0,0
Macarrão Instantâneo Galinha Caipira Nissin Miojo Lámen Pacote 85g,0,0,0,0,0,989,0,0,0,0
Macarrão Instantâneo Galinha Caipira Picante Nissin Cup Noodles Copo 68g,0,0,0,0,0,24,0,0,0,0
Macarrão Instantâneo Galinha Nissin Miojo Lámen Hot Pacote 85g,0,0,0,0,0,4,0,0,0,0
Macarrão Instantâneo Galinha Nissin Miojo Lámen Pacote 85g,0,0,0,0,0,989,0,0,0,0
Macarrão Instantâneo Galinha Renata Express Pacote 85g,0,0,0,0,0,872,0,0,0,0
Macarrão Instantâneo Galinha Suave Nissin Miojo Turma da Mônica  Pacote 85g,0,0,0,0,0,734,0,0,0,0
Macarrão Instantâneo Legumes Light Nissin Miojo Lámen Pacote 74g,0,0,0,0,0,2,0,0,0,0
Macarrão Instantâneo Legumes Nissin Miojo Lámen Pacote 85g,0,0,0,0,0,989,0,0,0,0
Macarrão Instantâneo Legumes com Azeite Nissin Cup Noodles Copo 67g,0,0,0,0,0,26,0,0,0,0
Macarrão Instantâneo Lámen Carne Basilar Pacote 85g,0,0,0,0,0,333,0,0,0,0
Macarrão Instantâneo Lámen Carne Renata Pacote 85g,0,0,0,0,0,297,0,0,0,0
Macarrão Instantâneo Lámen Galinha Basilar Pacote 85g,0,0,0,0,0,333,0,0,0,0
Macarrão Instantâneo Lámen Galinha Caipira Basilar Pacote 85g,0,0,0,0,0,333,0,0,0,0
Macarrão Instantâneo Lámen Galinha Caipira Renata Express Pacote 85g,0,0,0,0,0,872,0,0,0,0
Macarrão Instantâneo Lámen Galinha Suave Renata Pacote 85g,0,0,0,0,0,297,0,0,0,0
Macarrão Instantâneo Lámen Picanha Basilar Pacote 85g,0,0,0,0,0,333,0,0,0,0
Macarrão Instantâneo Molho de Queijo Nissin Miojo Cremoso Pacote 88g,0,0,0,0,0,38,0,0,0,0
Macarrão Instantâneo Nissin 3 Minutos Pacote 500g,0,0,0,0,0,9,0,0,0,0
Macarrão Instantâneo Nissin 5 Minutos Pacote 500g,0,0,0,0,0,9,0,0,0,0
Macarrão Instantâneo Pesto Nissin Talharim Pacote 99g,0,0,0,0,0,135,0,0,0,0
Macarrão Instantâneo Picanha Nissin Miojo Lámen Pacote 85g,0,0,0,0,0,989,0,0,0,0
Macarrão Instantâneo Queijo Cheddar Nissin Cup Noodles Copo 69g,0,0,0,0,0,54,0,0,0,0
Macarrão Instantâneo Tomate Suave Nissin Miojo Turma da Mônica Pacote 85g,0,0,0,0,0,734,0,0,0,0
Macarrão Instantâneo Yakissoba Carne e Frango Nissin Miojo Pacote 87g,0,0,0,0,0,21,0,0,0,0
Macarrão Instantâneo Yakissoba Nissin Pacote 500g,0,0,0,0,0,26,0,0,0,0
Macarrão Instantâneo Yakissoba Tradicional Nissin Cup Noodles Copo 70g,0,0,0,0,0,39,0,0,0,0
Macarrão Semolado Ave Maria Basilar Pacote 500g,0,0,0,0,0,2195,0,0,0,0
Macarrão Semolado Espaguete Basilar Pacote 500g,0,0,0,0,0,2195,0,0,0,0
Macarrão Semolado Fininho Basilar Pacote 500g,0,0,0,0,0,2195,0,0,0,0
Macarrão Semolado Furadinho Basilar Pacote 500g,0,0,0,0,0,2195,0,0,0,0
Macarrão Semolado Ninho Basilar Pacote 500g,0,0,0,0,0,2195,0,0,0,0
Macarrão Semolado Pai Nosso Basilar Pacote 500g,0,0,0,0,0,2195,0,0,0,0
Macarrão com Ovos Cabelo de Anjo Barilla Pacote 500g,0,0,0,0,0,13,0,0,0,0
Macarrão com Ovos Caseiro Pappardelli De Gourmet Pacote 400g,0,0,0,0,0,1,0,0,0,0
Macarrão com Ovos Caseiro Talharim 1 De Pacote 500g,0,0,0,0,0,35,0,0,0,0
Macarrão com Ovos Caseiro Talharim 2 De Pacote 500g,0,0,0,0,0,35,0,0,0,0
Macarrão com Ovos Espaguete 8 Barilla Pacote 500g,0,0,0,0,0,79,0,0,0,0
Macarrão com Ovos Espaguetinho 9 Barilla Pacote 500g,0,0,0,0,0,79,0,0,0,0
Macarrão com Ovos Fettuccine Barilla Pacote 500g,0,0,0,0,0,13,0,0,0,0
Macarrão com Ovos Linguine Barilla Pacote 500g,0,0,0,0,0,79,0,0,0,0
Macarrão com Ovos Parafuso Barilla Pacote 500g,0,0,0,0,0,79,0,0,0,0
Macarrão com Ovos Penne Barilla Pacote 500g,0,0,0,0,0,79,0,0,0,0
Macarrão de Sêmola Ave Maria Basilar Pacote 500g,0,0,0,0,0,376,0,0,0,0
Macarrão de Sêmola Bavette Basilar Pacote 500g,0,0,0,0,0,2195,0,0,0,0
Macarrão de Sêmola Espaguete 3 Barilla Caixa 500g,0,0,0,0,0,13,0,0,0,0
Macarrão de Sêmola Espaguete 5 Barilla Caixa 500g,0,0,0,0,0,13,0,0,0,0
Macarrão de Sêmola Espaguete 8 Galo Pacote 500g,0,0,0,0,0,236,0,0,0,0
Macarrão de Sêmola Espaguete Basilar Pacote 500g,0,0,0,0,0,376,0,0,0,0
Macarrão de Sêmola Farfalle 65 Barilla Caixa 500g,0,0,0,0,0,13,0,0,0,0
Macarrão de Sêmola Fininho Basilar Pacote 500g,0,0,0,0,0,376,0,0,0,0
Macarrão de Sêmola Furadinho Basilar Pacote 500g,0,0,0,0,0,376,0,0,0,0
Macarrão de Sêmola Grano Duro Espaguete 8 Renata Superiore Pacote 500g,0,0,0,0,0,25,0,0,0,0
Macarrão de Sêmola Grano Duro Espaguete Adria Pacote 500g,0,0,0,0,0,34,0,0,0,0
Macarrão de Sêmola Grano Duro Farfalle Adria Pacote 500g,0,0,0,0,0,34,0,0,0,0
Macarrão de Sêmola Grano Duro Fusilli 98 Barilla Caixa 500g,0,0,0,0,0,13,0,0,0,0
Macarrão de Sêmola Grano Duro Fusilli Adria Pacote 500g,0,0,0,0,0,34,0,0,0,0
Macarrão de Sêmola Grano Duro Fusilli Renata Superiore Pacote 500g,0,0,0,0,0,25,0,0,0,0
Macarrão de Sêmola Grano Duro Gnocchi Adria Pacote 500g,0,0,0,0,0,34,0,0,0,0
Macarrão de Sêmola Grano Duro Integral Espaguete 8 Renata Superiore Pacote 500g,0,0,0,0,0,23,0,0,0,0
Macarrão de Sêmola Grano Duro Integral Farfalle Renata Superiore Pacote 500g,0,0,0,0,0,23,0,0,0,0
Macarrão de Sêmola Grano Duro Integral Fusilli Renata Superiore Pacote 500g,0,0,0,0,0,23,0,0,0,0
Macarrão de Sêmola Grano Duro Integral Penne Renata Superiore Pacote 500g,0,0,0,0,0,23,0,0,0,0
Macarrão de Sêmola Grano Duro Penne Adria Pacote 500g,0,0,0,0,0,34,0,0,0,0
Macarrão de Sêmola Grano Duro Penne Renata Superiore Pacote 500g,0,0,0,0,0,25,0,0,0,0
Macarrão de Sêmola Grano Duro Tricolor com Vegetais Fusilli Renata Superiore Pacote 500g,0,0,0,0,0,8,0,0,0,0
Macarrão de Sêmola Gravata Basilar Pacote 500g,0,0,0,0,0,2195,0,0,0,0
Macarrão de Sêmola Ninho 2 Galo Pacote 500g,0,0,0,0,0,236,0,0,0,0
Macarrão de Sêmola Pai Nosso Basilar Pacote 500g,0,0,0,0,0,376,0,0,0,0
Macarrão de Sêmola Parafuso Basilar Pacote 500g,0,0,0,0,0,2195,0,0,0,0
Macarrão de Sêmola Parafuso Galo Pacote 500g,0,0,0,0,0,236,0,0,0,0
Macarrão de Sêmola Penne Basilar Pacote 500g,0,0,0,0,0,2195,0,0,0,0
Macarrão de Sêmola Yakissoba De Pacote 200g,0,0,0,0,0,8,0,0,0,0
Macarrão de Sêmola com Ovos Aletria Renata Pacote 500g,0,0,0,0,0,385,0,0,0,0
Macarrão de Sêmola com Ovos Alfabeto Ben 10 Descolados Renata Pacote 500g,0,0,0,0,0,385,0,0,0,0
Macarrão de Sêmola com Ovos Ave Maria Adria Pacote 500g,0,0,0,0,0,157,0,0,0,0
Macarrão de Sêmola com Ovos Ave Maria Renata Pacote 500g,0,0,0,0,0,385,0,0,0,0
Macarrão de Sêmola com Ovos Caracolino Renata Pacote 500g,0,0,0,0,0,385,0,0,0,0
Macarrão de Sêmola com Ovos Caseiro Talharim 1 Renata Pacote 500g,0,0,0,0,0,26,0,0,0,0
Macarrão de Sêmola com Ovos Caseiro Talharim 2 Renata Pacote 500g,0,0,0,0,0,26,0,0,0,0
Macarrão de Sêmola com Ovos Caseiro Talharim 3 Renata Pacote 500g,0,0,0,0,0,26,0,0,0,0
Macarrão de Sêmola com Ovos Concha Renata Pacote 500g,0,0,0,0,0,385,0,0,0,0
Macarrão de Sêmola com Ovos Espaguete 8 Adria Pacote 500g,0,0,0,0,0,157,0,0,0,0
