,id,type,gender,sexo,pessoa,idade
45635,53546.0,F,F,1,0,41
45641,53552.0,F,F,1,0,31
45643,53554.0,F,M,2,0,46
45644,53555.0,F,M,2,0,68
45645,53556.0,F,F,1,0,73
45646,53557.0,F,F,1,0,35
45647,53558.0,F,F,1,0,42
45648,53559.0,F,M,2,0,41
45649,53560.0,F,M,2,0,66
45654,53565.0,F,M,2,0,24
45659,53570.0,F,F,1,0,37
45660,53571.0,F,F,1,0,15
45663,53574.0,F,M,2,0,15
45664,53575.0,F,M,2,0,63
45665,53576.0,F,M,2,0,32
45666,53577.0,F,F,1,0,53
45667,53578.0,F,F,1,0,27
45670,53581.0,F,F,1,0,32
45674,53585.0,F,M,2,0,44
45675,53586.0,F,M,2,0,53
45677,53588.0,F,F,1,0,66
45679,53590.0,F,M,2,0,27
45680,53591.0,F,F,1,0,52
45681,53592.0,F,M,2,0,22
45682,53593.0,F,F,1,0,15
45683,53594.0,F,M,2,0,51
45684,53595.0,F,M,2,0,25
45685,53596.0,F,F,1,0,33
45686,53597.0,F,M,2,0,15
45689,53600.0,F,M,2,0,49
45690,53601.0,F,M,2,0,36
45692,53603.0,F,M,2,0,44
45693,53604.0,F,F,1,0,32
45701,53612.0,F,M,2,0,49
45702,53613.0,F,F,1,0,56
45711,53622.0,F,M,2,0,53
45712,53623.0,F,F,1,0,63
45713,53624.0,F,F,1,0,45
45715,53626.0,F,F,1,0,55
45716,53627.0,F,M,2,0,23
45717,53628.0,F,F,1,0,42
45718,53629.0,F,F,1,0,15
45719,53630.0,F,M,2,0,48
45720,53631.0,F,M,2,0,48
45722,53633.0,F,F,1,0,37
45723,53634.0,F,F,1,0,59
45724,53635.0,F,M,2,0,49
45725,53636.0,F,M,2,0,15
45726,53637.0,J,E,0,1,15
45727,53638.0,F,M,2,0,43
45728,53639.0,F,F,1,0,40
45729,53640.0,F,M,2,0,56
45731,53642.0,F,M,2,0,15
45732,53643.0,F,M,2,0,22
45733,53644.0,F,F,1,0,39
45734,53645.0,F,F,1,0,35
45736,53647.0,F,M,2,0,28
45738,53649.0,F,F,1,0,75
45739,53650.0,F,M,2,0,34
45740,53651.0,F,M,2,0,29
45741,53652.0,F,F,1,0,61
45742,53653.0,F,F,1,0,29
45743,53654.0,F,M,2,0,47
45745,53656.0,F,M,2,0,55
45748,53659.0,F,M,2,0,41
45750,53661.0,F,F,1,0,35
45751,53662.0,F,M,2,0,26
45752,53663.0,F,M,2,0,51
45753,53664.0,F,M,2,0,40
45760,53671.0,F,F,1,0,26
45761,53672.0,F,F,1,0,57
45762,53673.0,F,M,2,0,62
45763,53674.0,F,F,1,0,51
45766,53677.0,F,M,2,0,47
45767,53678.0,F,M,2,0,15
45768,53679.0,F,M,2,0,36
45771,53682.0,F,M,2,0,73
45776,53687.0,F,F,1,0,33
45778,53689.0,F,M,2,0,39
45779,53690.0,F,F,1,0,26
45780,53691.0,F,M,2,0,37
45781,53692.0,F,M,2,0,52
45783,53694.0,F,F,1,0,65
45785,53696.0,F,M,2,0,47
45786,53697.0,F,M,2,0,45
45787,53698.0,F,F,1,0,53
45788,53699.0,F,M,2,0,22
45789,53700.0,F,F,1,0,15
45790,53701.0,F,M,2,0,15
45795,53706.0,F,M,2,0,44
45797,53708.0,F,F,1,0,62
45798,53709.0,F,M,2,0,50
45799,53710.0,F,M,2,0,48
45800,53711.0,F,F,1,0,61
45801,53712.0,F,M,2,0,15
45808,53719.0,F,M,2,0,35
45810,53721.0,F,M,2,0,27
45811,53722.0,F,M,2,0,15
45812,53723.0,F,M,2,0,43
45813,53724.0,F,F,1,0,64
45814,53725.0,F,M,2,0,48
45817,53728.0,F,F,1,0,70
45820,53731.0,F,F,1,0,35
45821,53732.0,F,F,1,0,49
45823,53734.0,F,M,2,0,47
45824,53735.0,F,M,2,0,50
45832,53743.0,F,M,2,0,38
45835,53746.0,F,F,1,0,63
45836,53747.0,F,F,1,0,52
45838,53749.0,J,E,0,1,19
45840,53751.0,F,M,2,0,56
45843,53754.0,F,F,1,0,50
45854,53765.0,F,F,1,0,46
45858,53769.0,F,M,2,0,43
45859,53770.0,F,M,2,0,74
45860,53771.0,F,F,1,0,26
45861,53772.0,F,M,2,0,33
45862,53773.0,F,F,1,0,51
45863,53774.0,F,F,1,0,41
45865,53776.0,J,E,0,1,68
45867,53778.0,F,M,2,0,75
45868,53779.0,F,F,1,0,58
45869,53780.0,F,F,1,0,19
45870,53781.0,F,F,1,0,31
45871,53782.0,F,M,2,0,36
45872,53783.0,F,F,1,0,51
45873,53784.0,F,M,2,0,41
45874,53785.0,F,M,2,0,25
45875,53786.0,F,F,1,0,35
45885,53796.0,F,F,1,0,35
45890,53801.0,F,M,2,0,34
45892,53803.0,F,M,2,0,15
45895,53806.0,F,F,1,0,27
45904,53815.0,F,F,1,0,69
45905,53816.0,F,M,2,0,24
45906,53817.0,F,M,2,0,50
45908,53819.0,F,F,1,0,15
45909,53820.0,F,F,1,0,66
45910,53821.0,F,F,1,0,63
45912,53823.0,F,M,2,0,64
45913,53824.0,F,F,1,0,69
45914,53825.0,F,F,1,0,43
45915,53826.0,F,M,2,0,55
45918,53829.0,F,F,1,0,15
45919,53830.0,F,M,2,0,48
45920,53831.0,F,F,1,0,21
45921,53832.0,F,M,2,0,40
45922,53833.0,F,F,1,0,60
45926,53837.0,F,F,1,0,48
45927,53838.0,F,M,2,0,43
45928,53839.0,F,F,1,0,53
45932,53843.0,F,F,1,0,29
45938,53849.0,F,F,1,0,58
45939,53850.0,F,F,1,0,64
45945,53856.0,F,M,2,0,20
45954,53865.0,F,M,2,0,39
45955,53866.0,F,M,2,0,69
45956,53867.0,F,M,2,0,39
45957,53868.0,F,F,1,0,59
45958,53869.0,F,F,1,0,47
45959,53870.0,F,M,2,0,36
45961,53872.0,F,M,2,0,38
45966,53877.0,F,M,2,0,19
45968,53879.0,F,F,1,0,61
45972,53883.0,F,M,2,0,42
45973,53884.0,F,F,1,0,38
45974,53885.0,F,F,1,0,49
45975,53886.0,F,M,2,0,37
45978,53889.0,J,E,0,1,40
45979,53890.0,F,F,1,0,23
45980,53891.0,F,F,1,0,67
45985,53896.0,F,F,1,0,62
45991,53902.0,F,F,1,0,15
45992,53903.0,F,F,1,0,41
46000,53911.0,F,M,2,0,75
46001,53912.0,J,E,0,1,19
46002,53913.0,F,F,1,0,41
46003,53914.0,F,F,1,0,34
46004,53915.0,F,F,1,0,35
46005,53916.0,F,F,1,0,57
46006,53917.0,F,M,2,0,63
46007,53918.0,F,M,2,0,56
46008,53919.0,F,M,2,0,70
46013,53924.0,F,F,1,0,19
46016,53927.0,F,M,2,0,57
46017,53928.0,F,M,2,0,15
46019,53930.0,F,F,1,0,36
46020,53931.0,F,F,1,0,37
46021,53932.0,F,M,2,0,19
46023,53934.0,F,F,1,0,75
46024,53935.0,F,F,1,0,36
46035,53946.0,F,M,2,0,26
46036,53947.0,F,M,2,0,15
46037,53948.0,F,F,1,0,15
46038,53949.0,F,F,1,0,68
46039,53950.0,F,F,1,0,51
46040,53951.0,F,F,1,0,29
46041,53952.0,F,M,2,0,39
46042,53953.0,F,M,2,0,40
46043,53954.0,F,M,2,0,68
46044,53955.0,F,M,2,0,38
46045,53956.0,F,M,2,0,20
46046,53957.0,F,F,1,0,58
46047,53958.0,F,M,2,0,45
46049,53960.0,F,F,1,0,15
46051,53962.0,F,M,2,0,63
46052,53963.0,F,M,2,0,59
46054,53965.0,F,F,1,0,30
46057,53968.0,F,M,2,0,23
46058,53969.0,F,M,2,0,19
46059,53970.0,F,F,1,0,48
46066,53977.0,F,M,2,0,31
46067,53978.0,F,M,2,0,42
46068,53979.0,F,M,2,0,15
46069,53980.0,F,F,1,0,64
46072,53983.0,F,M,2,0,35
46075,53986.0,F,M,2,0,51
46076,53987.0,F,F,1,0,62
46077,53988.0,F,F,1,0,36
46080,53991.0,F,F,1,0,40
46081,53992.0,F,F,1,0,34
46090,54001.0,F,F,1,0,15
46093,54004.0,F,F,1,0,15
46094,54005.0,F,F,1,0,75
46097,54008.0,F,M,2,0,51
46098,54009.0,F,F,1,0,37
46099,54010.0,F,F,1,0,15
46100,54011.0,F,M,2,0,64
46101,54012.0,F,M,2,0,75
46104,54015.0,F,M,2,0,15
46110,54021.0,F,F,1,0,44
46114,54025.0,F,F,1,0,63
46115,54026.0,F,M,2,0,23
46116,54027.0,F,M,2,0,24
46118,54029.0,F,F,1,0,15
46119,54030.0,F,F,1,0,19
46120,54031.0,F,M,2,0,43
46130,54041.0,F,F,1,0,37
46132,54043.0,F,M,2,0,44
46134,54045.0,F,M,2,0,40
46148,54059.0,F,M,2,0,75
46150,54061.0,F,M,2,0,35
46152,54063.0,F,M,2,0,45
46153,54064.0,F,F,1,0,46
46154,54065.0,F,F,1,0,51
46155,54066.0,F,F,1,0,73
46156,54067.0,F,M,2,0,51
46157,54068.0,F,M,2,0,48
46158,54069.0,F,M,2,0,60
46159,54070.0,F,M,2,0,75
46160,54071.0,F,M,2,0,57
46161,54072.0,F,M,2,0,75
46162,54073.0,F,M,2,0,31
46163,54074.0,F,M,2,0,57
46164,54075.0,F,F,1,0,59
46165,54076.0,F,M,2,0,55
46166,54077.0,F,F,1,0,49
46167,54078.0,F,M,2,0,50
46168,54079.0,F,M,2,0,56
46170,54081.0,F,M,2,0,27
46175,54086.0,F,M,2,0,38
46176,54087.0,F,M,2,0,36
46177,54088.0,F,M,2,0,35
46178,54089.0,F,F,1,0,75
46179,54090.0,F,M,2,0,45
46180,54091.0,F,F,1,0,50
46182,54093.0,F,M,2,0,49
46184,54095.0,J,E,0,1,15
46185,54096.0,F,M,2,0,26
46188,54099.0,F,M,2,0,44
46191,54102.0,F,M,2,0,35
46192,54103.0,F,F,1,0,37
46193,54104.0,F,M,2,0,15
46196,54107.0,J,E,0,1,15
46197,54108.0,F,F,1,0,33
46198,54109.0,F,F,1,0,68
46199,54110.0,F,F,1,0,75
46202,54113.0,F,M,2,0,65
46203,54114.0,J,E,0,1,32
46205,54116.0,F,F,1,0,29
46206,54117.0,F,M,2,0,32
46208,54119.0,F,F,1,0,51
46219,54130.0,F,M,2,0,58
46223,54134.0,F,M,2,0,42
46224,54135.0,F,M,2,0,38
46225,54136.0,F,F,1,0,15
46226,54137.0,F,F,1,0,26
46227,54138.0,F,F,1,0,58
46228,54139.0,F,M,2,0,15
46229,54140.0,F,M,2,0,75
46231,54142.0,F,F,1,0,62
46232,54143.0,F,F,1,0,47
46233,54144.0,F,M,2,0,34
46234,54145.0,F,M,2,0,26
46235,54146.0,F,F,1,0,75
46238,54149.0,F,M,2,0,69
46239,54150.0,F,F,1,0,24
46241,54152.0,F,M,2,0,46
46242,54153.0,F,M,2,0,69
46245,54156.0,F,F,1,0,31
46246,54157.0,F,F,1,0,45
46247,54158.0,F,F,1,0,65
46249,54160.0,F,F,1,0,41
46250,54161.0,F,M,2,0,38
46251,54162.0,F,M,2,0,49
46252,54163.0,F,M,2,0,48
46253,54164.0,F,M,2,0,75
46254,54165.0,J,E,0,1,39
46255,54166.0,F,F,1,0,48
46258,54169.0,F,F,1,0,52
46261,54172.0,F,F,1,0,61
46263,54174.0,F,F,1,0,66
46264,54175.0,F,F,1,0,47
46267,54178.0,F,M,2,0,36
46276,54187.0,F,M,2,0,35
46277,54188.0,F,M,2,0,67
46278,54189.0,F,M,2,0,49
46279,54190.0,F,M,2,0,30
46286,54197.0,F,M,2,0,60
46290,54201.0,F,M,2,0,23
46292,54203.0,F,M,2,0,46
46300,54211.0,J,E,0,1,31
46301,54212.0,F,M,2,0,35
46302,54213.0,F,F,1,0,75
46303,54214.0,F,M,2,0,62
46307,54218.0,F,M,2,0,40
46308,54219.0,F,M,2,0,37
46309,54220.0,F,F,1,0,50
46310,54221.0,F,M,2,0,37
46311,54222.0,F,M,2,0,73
46313,54224.0,F,F,1,0,35
46314,54225.0,F,F,1,0,41
46315,54226.0,F,M,2,0,33
46316,54227.0,F,M,2,0,48
46317,54228.0,F,M,2,0,37
46318,54229.0,J,E,0,1,15
46319,54230.0,F,M,2,0,26
46320,54231.0,F,M,2,0,50
46321,54232.0,F,F,1,0,38
46322,54233.0,F,M,2,0,28
46324,54235.0,F,F,1,0,55
46325,54236.0,F,F,1,0,34
46326,54237.0,F,F,1,0,72
46327,54238.0,F,M,2,0,28
46328,54239.0,F,M,2,0,75
46331,54242.0,F,F,1,0,43
46333,54244.0,F,M,2,0,36
46335,54246.0,F,M,2,0,60
46337,54248.0,F,M,2,0,37
46338,54249.0,F,M,2,0,75
46344,54255.0,F,M,2,0,36
46345,54256.0,F,M,2,0,36
46347,54258.0,F,M,2,0,15
46348,54259.0,F,M,2,0,40
46355,54266.0,F,F,1,0,59
46356,54267.0,F,M,2,0,41
46358,54269.0,F,F,1,0,44
46360,54271.0,F,F,1,0,47
46361,54272.0,F,M,2,0,35
46364,54275.0,F,M,2,0,33
46365,54276.0,F,F,1,0,56
46366,54277.0,F,M,2,0,55
46367,54278.0,F,F,1,0,34
46376,54287.0,F,M,2,0,25
46377,54288.0,F,M,2,0,32
46378,54289.0,F,M,2,0,26
46379,54290.0,F,M,2,0,43
46380,54291.0,F,M,2,0,24
46381,54292.0,F,M,2,0,35
46382,54293.0,F,F,1,0,60
46383,54294.0,F,F,1,0,34
46389,54300.0,J,E,0,1,19
46390,54301.0,F,M,2,0,66
46391,54302.0,F,M,2,0,55
46392,54303.0,F,F,1,0,33
46394,54305.0,F,F,1,0,30
46395,54306.0,F,M,2,0,35
46396,54307.0,F,F,1,0,61
46398,54309.0,F,M,2,0,63
46400,54311.0,F,M,2,0,52
46403,54314.0,F,M,2,0,34
46404,54315.0,F,F,1,0,15
46406,54317.0,F,M,2,0,15
46408,54319.0,F,M,2,0,47
46409,54320.0,J,E,0,1,15
46410,54321.0,F,M,2,0,30
46411,54322.0,F,F,1,0,30
46412,54323.0,F,M,2,0,22
46413,54324.0,F,M,2,0,36
46414,54325.0,F,F,1,0,64
46415,54326.0,F,F,1,0,36
46416,54327.0,F,M,2,0,38
46421,54332.0,F,F,1,0,47
46422,54333.0,F,M,2,0,61
46423,54334.0,F,M,2,0,60
46424,54335.0,F,M,2,0,38
46425,54336.0,F,F,1,0,42
46427,54338.0,J,E,0,1,17
46430,54341.0,F,M,2,0,39
46431,54342.0,F,F,1,0,52
46432,54343.0,F,M,2,0,43
46435,54346.0,F,M,2,0,56
46438,54349.0,F,F,1,0,43
46440,54351.0,F,M,2,0,32
46444,54355.0,F,M,2,0,53
46445,54356.0,F,M,2,0,61
46446,54357.0,F,M,2,0,43
46447,54358.0,J,E,0,1,26
46448,54359.0,J,E,0,1,26
46449,54360.0,F,F,1,0,15
46450,54361.0,J,E,0,1,21
46451,54362.0,F,F,1,0,45
46452,54363.0,F,F,1,0,15
46453,54364.0,F,F,1,0,50
46456,54367.0,F,F,1,0,49
46457,54368.0,J,E,0,1,15
46462,54373.0,F,F,1,0,30
46463,54374.0,F,M,2,0,34
46464,54375.0,F,M,2,0,45
46465,54376.0,F,M,2,0,31
46468,54379.0,F,F,1,0,33
46469,54380.0,F,F,1,0,67
46471,54382.0,F,F,1,0,21
46473,54384.0,F,F,1,0,36
46474,54385.0,F,M,2,0,49
46477,54388.0,F,M,2,0,21
46478,54389.0,F,F,1,0,37
46479,54390.0,F,F,1,0,54
46480,54391.0,F,F,1,0,15
46481,54392.0,F,F,1,0,15
46483,54394.0,F,M,2,0,33
46484,54395.0,F,M,2,0,43
46485,54396.0,F,F,1,0,33
46487,54398.0,F,M,2,0,44
46488,54399.0,F,M,2,0,24
46489,54400.0,F,M,2,0,24
46490,54401.0,F,M,2,0,34
46491,54402.0,F,M,2,0,25
46492,54403.0,F,F,1,0,45
46493,54404.0,F,M,2,0,33
46494,54405.0,F,F,1,0,72
46495,54406.0,F,F,1,0,48
46497,54408.0,F,F,1,0,47
46498,54409.0,F,F,1,0,40
46504,54415.0,F,F,1,0,29
46505,54416.0,F,M,2,0,48
46507,54418.0,F,F,1,0,39
46508,54419.0,F,F,1,0,42
46509,54420.0,F,M,2,0,41
46510,54421.0,F,F,1,0,55
46511,54422.0,F,F,1,0,34
46512,54423.0,F,M,2,0,33
46517,54428.0,F,F,1,0,23
46523,54434.0,F,M,2,0,41
46524,54435.0,J,E,0,1,15
46530,54441.0,F,M,2,0,15
46531,54442.0,J,E,0,1,19
46532,54443.0,F,M,2,0,15
46534,54445.0,F,M,2,0,41
46535,54446.0,J,E,0,1,15
46536,54447.0,F,F,1,0,45
46537,54448.0,F,M,2,0,23
46541,54452.0,F,M,2,0,40
46544,54455.0,F,M,2,0,28
46546,54457.0,F,F,1,0,25
46547,54458.0,F,F,1,0,15
46548,54459.0,F,F,1,0,66
46549,54460.0,F,F,1,0,61
46551,54462.0,F,F,1,0,60
46552,54463.0,F,M,2,0,29
46554,54465.0,F,F,1,0,35
46556,54467.0,F,F,1,0,26
46558,54469.0,F,F,1,0,40
46559,54470.0,F,M,2,0,53
46563,54474.0,F,M,2,0,45
46564,54475.0,F,F,1,0,75
46565,54476.0,F,F,1,0,41
46566,54477.0,F,M,2,0,63
46567,54478.0,F,M,2,0,34
46569,54480.0,F,M,2,0,37
46570,54481.0,F,F,1,0,36
46571,54482.0,F,M,2,0,44
46572,54483.0,F,F,1,0,37
46575,54486.0,F,M,2,0,15
46576,54487.0,F,M,2,0,75
46577,54488.0,F,M,2,0,49
46578,54489.0,F,F,1,0,15
46579,54490.0,F,F,1,0,36
46580,54491.0,F,M,2,0,15
46581,54492.0,F,F,1,0,33
46582,54493.0,F,F,1,0,75
46583,54494.0,F,M,2,0,47
46584,54495.0,F,M,2,0,56
46585,54496.0,F,M,2,0,15
46586,54497.0,F,F,1,0,31
46587,54498.0,F,F,1,0,23
46588,54499.0,F,F,1,0,47
46592,54503.0,F,F,1,0,66
46594,54505.0,F,M,2,0,49
46596,54507.0,F,F,1,0,50
46597,54508.0,F,M,2,0,47
46598,54509.0,F,F,1,0,39
46599,54510.0,F,F,1,0,31
46600,54511.0,F,F,1,0,35
46601,54512.0,F,M,2,0,37
46603,54514.0,F,M,2,0,68
46609,54520.0,F,M,2,0,27
46610,54521.0,F,E,0,0,41
46611,54522.0,F,M,2,0,36
46614,54525.0,F,M,2,0,64
46616,54527.0,F,M,2,0,42
46618,54529.0,F,F,1,0,48
46620,54531.0,F,F,1,0,38
46621,54532.0,F,M,2,0,50
46622,54533.0,F,F,1,0,69
46623,54534.0,F,M,2,0,43
46624,54535.0,F,M,2,0,67
46627,54538.0,F,F,1,0,52
46628,54539.0,F,F,1,0,43
46630,54541.0,F,M,2,0,46
46631,54542.0,F,F,1,0,27
46633,54544.0,F,M,2,0,62
46634,54545.0,F,F,1,0,41
46635,54546.0,F,F,1,0,41
46636,54547.0,F,F,1,0,26
46637,54548.0,F,M,2,0,39
46639,54550.0,F,M,2,0,28
46640,54551.0,F,M,2,0,46
46641,54552.0,F,M,2,0,51
46642,54553.0,F,M,2,0,73
46643,54554.0,F,M,2,0,34
46644,54555.0,F,M,2,0,50
46645,54556.0,F,M,2,0,34
46647,54558.0,F,F,1,0,47
46648,54559.0,F,F,1,0,58
46651,54562.0,F,F,1,0,15
46652,54563.0,F,M,2,0,57
46653,54564.0,F,F,1,0,64
46654,54565.0,F,F,1,0,38
46655,54566.0,F,F,1,0,36
46656,54567.0,F,F,1,0,29
46657,54568.0,F,F,1,0,42
46660,54571.0,F,M,2,0,44
46661,54572.0,F,F,1,0,36
46663,54574.0,F,M,2,0,38
46664,54575.0,F,M,2,0,42
46673,54584.0,F,F,1,0,37
46676,54587.0,F,M,2,0,56
46679,54590.0,F,M,2,0,58
46683,54594.0,F,F,1,0,52
46684,54595.0,F,M,2,0,75
46687,54598.0,F,M,2,0,15
46688,54599.0,F,M,2,0,15
46691,54602.0,F,M,2,0,34
46693,54604.0,F,F,1,0,47
46694,54605.0,F,M,2,0,15
46695,54606.0,F,M,2,0,75
46696,54607.0,F,F,1,0,75
46697,54608.0,F,M,2,0,44
46698,54609.0,F,M,2,0,54
46699,54610.0,F,M,2,0,15
46700,54611.0,F,F,1,0,50
46701,54612.0,F,M,2,0,75
46702,54613.0,F,F,1,0,44
46704,54615.0,F,M,2,0,70
46705,54616.0,F,M,2,0,51
46707,54618.0,F,M,2,0,15
46708,54619.0,F,F,1,0,40
46709,54620.0,F,M,2,0,15
46711,54622.0,F,F,1,0,48
46712,54623.0,F,F,1,0,36
46713,54624.0,F,M,2,0,38
46714,54625.0,F,M,2,0,37
46715,54626.0,F,M,2,0,42
46718,54629.0,F,F,1,0,52
46719,54630.0,F,M,2,0,15
46720,54631.0,F,F,1,0,26
46721,54632.0,F,M,2,0,70
46723,54634.0,F,M,2,0,57
46724,54635.0,F,M,2,0,45
46725,54636.0,F,M,2,0,15
46726,54637.0,F,M,2,0,55
46727,54638.0,F,F,1,0,25
46728,54639.0,F,M,2,0,45
46729,54640.0,F,M,2,0,69
46731,54642.0,F,M,2,0,48
46732,54643.0,F,F,1,0,45
46733,54644.0,F,M,2,0,15
46734,54645.0,F,M,2,0,15
46735,54646.0,F,M,2,0,40
46736,54647.0,F,M,2,0,52
46737,54648.0,F,F,1,0,41
46738,54649.0,F,F,1,0,70
46740,54651.0,F,M,2,0,55
46741,54652.0,F,F,1,0,39
46743,54654.0,F,F,1,0,46
46745,54656.0,F,F,1,0,63
46749,54660.0,F,M,2,0,28
46750,54661.0,F,F,1,0,61
46751,54662.0,F,M,2,0,24
46753,54664.0,F,F,1,0,39
46754,54665.0,F,M,2,0,36
46757,54668.0,F,F,1,0,75
46759,54670.0,F,F,1,0,28
46762,54673.0,F,F,1,0,36
46763,54674.0,J,E,0,1,31
46765,54676.0,F,M,2,0,32
46768,54679.0,F,F,1,0,71
46769,54680.0,F,M,2,0,75
46770,54681.0,F,M,2,0,15
46771,54682.0,F,M,2,0,46
46772,54683.0,F,M,2,0,59
46774,54685.0,F,M,2,0,47
46775,54686.0,F,M,2,0,38
46776,54687.0,F,M,2,0,57
46777,54688.0,F,F,1,0,42
46778,54689.0,F,F,1,0,61
46782,54693.0,F,M,2,0,59
46783,54694.0,F,M,2,0,49
46785,54696.0,F,M,2,0,54
46786,54697.0,F,M,2,0,40
46787,54698.0,F,M,2,0,29
46789,54700.0,F,F,1,0,50
46791,54702.0,F,M,2,0,15
46793,54704.0,F,M,2,0,29
46794,54705.0,F,M,2,0,56
46795,54706.0,F,F,1,0,15
46796,54707.0,F,M,2,0,30
46798,54709.0,F,M,2,0,37
46799,54710.0,F,F,1,0,22
46800,54711.0,F,F,1,0,33
46801,54712.0,F,M,2,0,38
46802,54713.0,F,M,2,0,57
46803,54714.0,F,F,1,0,24
46804,54715.0,F,F,1,0,42
46805,54716.0,F,M,2,0,42
46807,54718.0,F,F,1,0,40
46808,54719.0,F,F,1,0,38
46809,54720.0,F,M,2,0,41
46810,54721.0,F,F,1,0,66
46811,54722.0,F,M,2,0,15
46812,54723.0,F,M,2,0,49
46814,54725.0,F,M,2,0,15
46815,54726.0,F,F,1,0,43
46816,54727.0,F,F,1,0,15
46817,54728.0,F,F,1,0,39
46820,54731.0,F,F,1,0,61
46821,54732.0,F,M,2,0,15
46822,54733.0,F,M,2,0,62
46823,54734.0,F,M,2,0,51
46825,54736.0,F,F,1,0,48
46826,54737.0,F,F,1,0,51
46827,54738.0,J,E,0,1,15
46828,54739.0,F,M,2,0,35
46829,54740.0,F,M,2,0,58
46830,54741.0,F,F,1,0,47
46831,54742.0,F,F,1,0,46
46832,54743.0,F,M,2,0,15
46834,54745.0,F,M,2,0,50
46835,54746.0,F,F,1,0,15
46836,54747.0,F,F,1,0,28
46837,54748.0,F,F,1,0,15
46838,54749.0,F,M,2,0,15
46839,54750.0,F,F,1,0,63
46840,54751.0,F,M,2,0,15
46841,54752.0,F,F,1,0,49
46842,54753.0,F,F,1,0,66
46843,54754.0,F,F,1,0,31
46844,54755.0,F,F,1,0,41
46845,54756.0,F,M,2,0,41
46848,54759.0,F,F,1,0,39
46849,54760.0,F,F,1,0,44
46850,54761.0,F,F,1,0,46
46851,54762.0,F,F,1,0,63
46853,54764.0,F,F,1,0,31
46854,54765.0,F,F,1,0,40
46858,54769.0,F,F,1,0,64
46859,54770.0,F,F,1,0,37
46860,54771.0,F,M,2,0,41
46861,54772.0,F,F,1,0,22
46862,54773.0,F,M,2,0,75
46864,54775.0,F,M,2,0,29
46865,54776.0,F,M,2,0,15
46866,54777.0,F,M,2,0,41
46867,54778.0,F,M,2,0,36
46868,54779.0,F,M,2,0,46
46870,54781.0,F,M,2,0,75
46871,54782.0,F,F,1,0,51
46872,54783.0,F,F,1,0,33
46874,54785.0,F,F,1,0,53
46875,54786.0,F,F,1,0,72
46876,54787.0,F,F,1,0,52
46877,54788.0,F,M,2,0,71
46878,54789.0,F,M,2,0,51
46879,54790.0,F,F,1,0,40
46882,54793.0,F,M,2,0,24
46884,54795.0,F,M,2,0,50
46886,54797.0,J,E,0,1,15
46887,54798.0,F,M,2,0,44
46888,54799.0,F,M,2,0,55
46889,54800.0,F,M,2,0,71
46890,54801.0,F,M,2,0,22
46893,54804.0,F,F,1,0,41
46894,54805.0,F,F,1,0,35
46895,54806.0,F,M,2,0,52
46896,54807.0,F,M,2,0,51
46897,54808.0,F,F,1,0,38
46898,54809.0,F,F,1,0,45
46899,54810.0,F,M,2,0,30
46900,54811.0,F,M,2,0,55
46902,54813.0,F,M,2,0,33
46903,54814.0,F,F,1,0,48
46904,54815.0,F,M,2,0,60
46905,54816.0,F,M,2,0,28
46906,54817.0,F,F,1,0,27
46907,54818.0,F,F,1,0,52
46908,54819.0,F,M,2,0,37
46909,54820.0,F,M,2,0,49
46911,54822.0,F,M,2,0,23
46914,54825.0,F,F,1,0,15
46919,54830.0,F,M,2,0,33
46920,54831.0,F,M,2,0,25
46921,54832.0,F,M,2,0,42
46922,54833.0,F,M,2,0,49
46924,54835.0,F,F,1,0,46
46926,54837.0,F,M,2,0,15
46927,54838.0,F,F,1,0,33
46928,54839.0,F,M,2,0,66
46931,54842.0,F,F,1,0,50
46932,54843.0,F,M,2,0,43
46934,54845.0,F,M,2,0,43
46935,54846.0,F,F,1,0,22
46937,54848.0,F,F,1,0,68
46938,54849.0,F,M,2,0,15
46939,54850.0,F,F,1,0,40
46940,54851.0,F,M,2,0,54
46941,54852.0,F,M,2,0,58
46943,54854.0,F,F,1,0,72
46944,54855.0,F,F,1,0,40
46945,54856.0,F,M,2,0,15
46946,54857.0,F,F,1,0,42
46948,54859.0,F,M,2,0,46
46949,54860.0,F,M,2,0,40
46950,54861.0,F,M,2,0,34
46952,54863.0,F,M,2,0,54
46955,54866.0,F,M,2,0,75
46957,54868.0,F,M,2,0,21
46958,54869.0,F,F,1,0,39
46959,54870.0,F,M,2,0,61
46960,54871.0,F,M,2,0,28
46961,54872.0,F,M,2,0,26
46962,54873.0,F,M,2,0,43
46963,54874.0,F,M,2,0,47
46964,54875.0,F,F,1,0,40
46965,54876.0,F,M,2,0,44
46967,54878.0,F,M,2,0,31
46968,54879.0,F,M,2,0,65
46970,54881.0,F,M,2,0,71
46972,54883.0,F,M,2,0,15
46973,54884.0,F,F,1,0,47
46974,54885.0,F,M,2,0,57
46975,54886.0,F,M,2,0,27
46976,54887.0,F,F,1,0,59
46977,54888.0,F,F,1,0,42
46980,54891.0,F,M,2,0,35
46981,54892.0,F,F,1,0,50
46982,54893.0,F,F,1,0,50
46983,54894.0,F,F,1,0,36
46984,54895.0,F,M,2,0,34
46985,54896.0,F,M,2,0,62
46987,54898.0,F,M,2,0,42
46988,54899.0,F,F,1,0,54
46989,54900.0,F,F,1,0,15
46990,54901.0,F,F,1,0,41
46991,54902.0,F,M,2,0,42
46992,54903.0,F,F,1,0,42
